,Representation,Count
18,"['audio', 'condition', 'asking', 'speakers', 'stereo', 'sale', 'offer', 'sony', 'amp', 'remote']",133
19,"['health', 'cancer', 'tobacco', 'hiv', 'cesarean', 'smokeless', '1993', 'malaria', 'newsletter', 'medical']",123
20,"['window', 'widget', 'event', 'application', 'expose', 'events', 'button', 'null', 'program', 'dialog']",121
21,"['25', '550', 'gm', 'det', 'bos', 'buf', 'nyi', 'pit', '11', '10']",109
22,"['graphics', '3d', 'contact', 'package', 'machines', 'conference', 'comments', 'version', 'type', 'nok']",107
23,"['patients', 'medical', 'hiv', 'disease', 'treatment', 'medicine', 'cancer', 'aids', 'patient', 'doctors']",105
24,"['pain', 'migraine', 'diet', 'drug', 'disease', 'cancer', 'migraines', 'cholesterol', 'health', 'fat']",101
25,"['moral', 'morality', 'objective', 'immoral', 'morals', 'society', 'hudson', 'subjective', 'is', 'what']",100
26,"['homosexuality', 'homosexual', 'sin', 'paul', 'homosexuals', 'sex', 'christians', 'love', 'god', 'that']",88
27,"['db', 'mov', 'windows', 'memory', 'swap', 'blbh', 'byte', 'dos', 'emm386', 'file']",85
28,"['islam', 'quran', 'islamic', 'rushdie', 'muslims', 'muhammad', 'muslim', 'book', 'allah', 'prophethood']",83
29,"['serbs', 'muslims', 'stephanopoulos', 'bosnia', 'mr', 'bosnian', 'president', 'croats', 'serbian', 'we']",81
30,"['games', 'joystick', 'sega', 'game', 'cd', 'genesis', 'arcade', '525', 'joysticks', 'super']",80
31,"['simms', 'simm', 'ram', 'meg', 'dram', 'memory', '256k', 'cache', 'jh', 'sipps']",74
32,"['ham', 'radio', 'interference', 'antenna', 'rf', 'transmitter', 'tesla', 'antennas', 'signal', 'receiver']",72
33,"['pom', 'cds', 'cd', 'sale', 'picture', 'sleeve1045', 'shipping', 'album', 'promopicture', 'jazz']",70
34,"['modem', 'fax', 'modems', 'courier', 'v32bis', 'baud', 'bps', 'v42bis', 'hst', 'ccitt']",68
35,"['msg', 'food', 'chinese', 'foods', 'glutamate', 'corn', 'restaurant', 'reaction', 'eat', 'flavor']",67
36,"['tax', 'administration', 'senior', 'russia', 'taxes', 'official', 'funds', 'income', 'we', 'russian']",67
37,"['sky', 'advertising', 'billboard', 'billboards', 'light', 'space', 'moon', 'pollution', 'night', 'orbit']",66
38,"['symbol', 'undefined', 'error', 'libxmulibxmuso', 'doug', 'define', 'liblibx11so', 'libxmulibxmua', 'gcc', 'parse']",64
39,"['fonts', 'font', 'truetype', 'tt', 'atm', 'windows', 'character', 'characters', 'type', 'printer']",61
40,"['os2', 'windows', 'nt', 'apps', 'dos', 'run', 'os', 'beta', 'unix', '31']",59
41,"['sabres', 'isles', 'game', 'bruins', 'buffalo', 'fuhr', 'boston', 'caps', 'islanders', 'series']",59
42,"['polygon', 'xxxx', 'edge', 'polygons', 'algorithm', 'convex', 'points', 'line', 'faces', 'outline']",58
43,"['mbytes', 'dos', 'windows', 'mouse', 'ms', 'tcpip', 'dosdosdosdosdosdosdosdosdosdosdosdosdos', 'higher', 'ethernet', 'vendor']",57
44,"['batf', 'warrant', 'raid', 'assault', 'agents', 'fbi', 'compound', 'waco', 'they', 'noknock']",56
45,"['hell', 'eternal', 'god', 'jesus', 'heaven', 'death', 'life', 'bible', 'he', 'die']",56
46,"['newsgroup', 'vote', 'votes', 'lyme', 'voting', 'disease', 'newsgroups', 'ahmadiyya', 'creation', 'group']",54
47,"['candida', 'yeast', 'infection', 'infections', 'yogurt', 'bacteria', 'systemic', 'vaginal', 'acidophilus', 'blooms']",54
48,"['colormap', 'gc', 'window', 'color', 'visual', 'lutindex', 'mydisplay', 'colors', 'draw', 'colormaps']",53
49,"['diesel', 'diesels', 'fuel', 'emissions', 'oil', 'teflon', 'aluminum', 'r12', 'substitutes', 'engines']",50
50,"['reno', 'president', 'federal', 'waco', 'fbi', 'janet', 'attorney', 'she', 'compound', 'clinton']",50
51,"['wax', 'paint', 'plastic', 'scratches', 'car', 'finish', 'acetone', 'solvent', 'remove', 'stuff']",49
52,"['judas', 'books', 'greek', 'scripture', 'bible', 'decenso', 'testament', 'hebrew', 'canon', 'hanging']",48
53,"['kuwait', 'iran', 'iraq', 'gulf', 'arabia', 'saudi', 'sheikh', 'war', 'iraqi', 'kuwaiti']",48
54,"['copy', 'protection', 'program', 'backup', 'software', 'pirates', 'disk', 'user', 'users', 'legitimate']",47
55,"['meg', 'drive', 'ram', 'sale', 'serial', 'floppy', 'monitor', 'unix', 'ports', 'system']",47
56,"['uv', 'leds', 'light', 'blue', 'boards', 'bulb', 'green', 'solder', 'mask', 'bulbs']",47
57,"['venus', 'launch', 'balloon', 'kilometers', 'vega', 'soviet', 'orbit', 'comet', 'earth', 'astronomy']",47
58,"['ditto', 'woof', 'nate', 'abo', 'idjits', 'pseudodisclaimer', 'uckers', 'thanks', 'b4', 'says']",47
59,"['mary', 'her', 'she', 'bernadette', 'sin', 'maria', 'priest', 'conception', 'immaculate', 'marys']",46
60,"['moon', 'prize', 'lunar', 'billion', 'kc', 'cost', 'money', 'luna', 'reward', 'launch']",46
61,"['battery', 'batteries', 'concrete', 'discharge', 'temperature', 'electrolyte', 'reaction', 'leadacid', 'charger', 'heat']",46
62,"['science', 'methodology', 'scientific', 'theory', 'empirical', 'atoms', 'hypotheses', 'of', 'qi', 'thinking']",45
63,"['mouse', 'driver', 'mice', 'ball', 'mousecom', 'problem', 'serial', 'apple', 'trackball', 'windows']",45
64,"['guide', 'shipping', 'sale', 'software', 'manuals', 'norton', 'manual', 'disks', 'price', '25']",44
65,"['drugs', 'drug', 'cocaine', 'marijuana', 'lsd', 'alcohol', 'users', 'heroin', 'illegal', 'cigarettes']",44
66,"['radar', 'detector', 'detectors', 'ka', 'throttle', 'car', 'wideband', 'band', 'pavement', 'traffic']",44
67,"['miles', 'car', 'toyota', 'condition', 'amfm', 'cassette', 'interior', 'stereo', 'excellent', 'power']",43
68,"['smiley', 'bolick', 'maddi', 'hausmann', 'nickname', 'heil', 'godless', 'karla', 'nicknames', 'frank']",43
69,"['insurance', 'geico', 'car', 'accident', 'rates', 'company', 'sue', 'pay', 'state', 'companies']",43
70,"['hst', 'reboost', 'mission', 'shuttle', 'orbit', 'mass', 'oms', 'arrays', 'servicing', 'launch']",43
71,"['god', 'evidence', 'exist', 'existence', 'evolution', 'why', 'benefactor', 'science', 'exists', 'universe']",42
72,"['game', 'flyers', 'leafs', 'puck', 'goal', 'roy', 'sabres', 'team', 'wings', 'play']",42
73,"['militia', 'amendment', 'arms', 'bear', 'right', 'constitution', 'second', 'sentence', 'wellregulated', 'copperud']",42
74,"['space', 'station', 'redesign', 'nasa', 'billion', 'ssf', 'dcx', 'budget', 'shuttle', 'option']",42
75,"['challenges', 'knepper', 'you', 'wingate', 'posts', 'your', 'freeman', 'postema', 'charley', 'post']",41
76,"['weaver', 'trial', 'spence', 'court', 'cooper', 'boomer', 'witnesses', 'cement', 'plaintiffs', 'atlantic']",41
77,"['motherboard', 'ram', 'supply', 'mb', 'system', 'bios', 'cache', 'slots', 'price', '486']",41
78,"['lane', 'behind', 'car', 'mirrors', 'lanes', 'bike', 'jerk', 'traffic', 'front', 'my']",40
79,"['greek', 'greece', 'turkish', 'greeks', 'cyprus', 'turks', 'aiu', 'salonica', 'jews', 'minority']",40
80,"['clutch', 'shift', 'gear', 'shifting', 'transmission', 'gears', 'automatic', 'car', 'shifter', 'auto']",39
81,"['government', 'libertarians', 'libertarian', 'regulation', 'libertarianism', 'party', 'society', 'third', 'such', 'rights']",39
82,"['tape', 'backup', 'tapes', 'drive', 'wangdat', 'munroe', 'device', '4mm', '65000', '8mm']",38
83,"['dog', 'dogs', 'bike', 'chase', 'trained', 'riding', 'me', 'advantages', 'road', 'front']",37
84,"['cop', 'ticket', 'drunk', 'driving', 'court', 'speeding', 'dwi', 'judge', 'cjackson', 'you']",37
85,"['server', 'xdm', 'x11r5', 'login', 'error', 'xserver', 'running', 'sunos', '00', 'problem']",36
86,"['kirlian', 'photography', 'leaf', 'pictures', 'krillean', 'aura', 'fields', 'object', 'plates', 'corona']",35
87,"['ra', 'satan', 'god', 'thou', 'lucifer', 'thy', 'thee', 'bible', 'angels', 'ye']",34
88,"['bikers', 'wave', 'bike', 'ride', 'riders', 'waving', 'harley', 'riding', 'windy', 'bikes']",34
89,"['images', 'ftp', 'geosphere', 'map', 'satellite', 'space', 'image', 'pubastro', 'site', 'icsuciedu']",34
90,"['fan', 'cpu', 'heat', 'sink', 'fans', 'cooling', 'chip', 'cooler', 'hot', 'supply']",34
91,"['water', 'dept', 'phd', 'energy', 'environmental', 'meteorologist', 'atmospheric', 'fuels', 'atmosphere', 'global']",34
92,"['jehovah', 'elohim', 'lord', 'mormon', 'mcconkie', 'mormons', 'unto', 'father', 'christ', 'god']",34
93,"['oort', 'cloud', 'grbs', 'gamma', 'burst', 'distribution', 'detectors', 'bursts', 'batse', 'neutron']",33
94,"['oil', 'drain', 'leaks', 'car', 'plug', 'engine', 'cars', 'taillights', 'draining', 'water']",33
95,"['xv', 'copyright', '24bit', 'donation', 'shareware', 'vue', 'xv300', 'bit', 'author', 'john']",32
96,"['allocation', 'dos', 'linked', 'cross', 'unit', 'disk', 'cluster', 'doublespace', 'file', 'chkdsk']",32
97,"['insurance', 'health', 'private', 'care', 'canada', 'canadian', 'doctors', 'public', 'coverage', 'our']",32
98,"['schools', 'moment', 'silence', 'cult', 'christian', 'prayer', 'religion', 'catholic', 'public', 'cults']",32
99,"['duo', 'clock', 'date', 'bios', 'battery', 'dos', 'system', 'midnight', 'menu', 'problem']",31
100,"['bus', 'speed', '486', 'mhz', '50mhz', 'faster', 'dx2', 'processor', 'cache', 'dx50']",31
101,"['irq', 'com3', 'com1', 'port', 'modem', 'ports', 'com', 'com4', 'irqs', 'serial']",31
102,"['cruel', 'penalty', 'death', 'punishment', 'innocent', 'crime', 'murder', 'painless', 'system', 'deterrent']",31
103,"['hacker', 'computer', 'hackers', 'ethic', 'cs', 'engineering', 'programming', 'programmer', 'software', 'gates']",30
104,"['graphics', 'ray', '3d', 'widget', 'rayshade', 'mail', 'send', 'resource', 'objects', 'converter']",30
105,"['dealer', 'price', 'saturn', 'std', 'car', 'invoice', 'sales', 'dealership', 'prices', 'profit']",29
106,"['marriage', 'married', 'marry', 'ceremony', 'commitment', 'marriages', 'church', 'wife', 'couple', 'eternal']",29
107,"['abortion', 'women', 'rape', 'abortions', 'choice', 'sexist', 'men', 'female', 'pregnancy', 'maternity']",29
108,"['countersteering', 'bike', 'motorcycle', 'lean', 'turn', 'riding', 'rider', 'technique', 'left', 'steer']",29
109,"['deleted', 'stuff', 'hurts', 'newsies', 'flamewar', 'lostsa', 'c5j0tk52blazecsjhuedu', 'trippy', 'aph', 'unsignalled']",28
110,"['sharks', 'season', '9192', 'he', 'keenan', 'grade', 'draft', 'acquired', 'games', 'him']",28
111,"['don', 'cherry', 'mask', 'dons', 'game', 'he', 'hockey', 'cherrys', 'coach', 'gilmour']",28
112,"['dial', 'number', 'phone', 'call', 'line', 'al', 'synthesized', 'rooms', '11544', '9220']",27
113,"['1st', 'wolverine', 'comics', 'hulk', 'art', 'appears', 'spiderman', 'liefeld', 'sabretooth', 'cover']",27
114,"['god', 'psalm', 'jesus', 'christ', 'corinthians', 'shall', 'our', 'lord', 'gods', 'we']",27
115,"['motif', 'bindings', 'multicolumn', 'code', 'list', 'cosecomplient', 'toolkit', 'release', 'interviews', 'api']",27
116,"['key', 'des', 'ripem', 'cipher', 'scicrypt', 'ciphers', 'cryptography', 'cryptology', 'cryptanalysis', 'encryption']",27
117,"['maxaxaxaxaxaxaxaxaxaxaxaxaxaxax', 'mg9vg9vg9vg9vg9vg9vg9vg9vg9vg9vg9vg9vg9vg9vg9v', 'm4', 'mp', '14', 'maxaxaxaxaxaxaxaxaxaxaxaxaxaxaxq', 'mw', 'mo', 'm8', 'mz']",27
118,"['monitor', 'off', 'turn', 'computer', 'electricity', 'power', 'consumption', 'computers', 'turning', 'saver']",27
119,"['ghostscript', 'postscript', 'pageview', 'ghostview', 'dsc', 'page', 'ow', 'files', 'compliant', 'eps']",26
120,"['filter', 'sampling', 'digital', 'wave', 'oversampling', 'rate', 'analog', 'frequency', 'pcboard', 'ac']",26
121,"['odometer', 'sensor', 'speedo', 'mileage', 'gauge', 'dash', 'car', 'dealer', 'oxygen', 'temp']",26
122,"['scanner', 'logitech', 'ocr', 'scanman', 'scanners', 'grayscale', 'dpi', 'software', 'winfax', 'gray']",26
123,"['celp', 'speech', 'dsp', 'voice', '4800', 'compression', 'bfalse', 'bps', 'samples', 'v32bis']",25
124,"['helmet', 'liner', 'foam', 'cb', 'helmets', 'impact', 'bike', 'shoei', 'head', 'mirror']",25
125,"['aaron', 'baptism', 'sin', 'faith', 'infants', 'baptized', 'god', 'sinful', 'born', 'grace']",25
126,"['stadium', 'uniforms', 'shea', 'mets', 'baseball', 'posts', 'seats', '30th', 'giants', 'stats']",25
127,"['cancer', 'medical', 'center', 'centers', 'research', 'comprehensive', 'melanoma', 'avenue', 'clinical', 'university']",25
128,"['connector', 'board', 'chip', 'labeled', '9144w4', 'matlab', 'keyboard', 'pb100', 'pin', 'mac']",24
129,"['kidney', 'stones', 'b6', 'calcium', 'vitamin', 'oxalic', 'pain', 'magnesium', 'stone', 'she']",24
130,"['professors', 'university', 'schools', 'class', 'partying', 'student', 'teaching', 'phds', 'tas', 'publish']",24
131,"['room', 'bedroom', 'summer', 'kitchen', 'washer', 'garage', 'dryer', 'sublet', 'condo', 'living']",23
132,"['anania', 'shirak', 'books', 'book', 'orbeli', 'scrolls', 'qumran', 'tyukhik', 'symposium', 'armenian']",23
133,"['eye', 'prk', 'cornea', 'rk', 'laser', 'vision', 'glasses', 'eyeball', 'detachment', 'bates']",23
134,"['mhz', 'operational', 'clock', 'cpu', 'sink', 'heat', '25', 'speed', 'quadra', 'oscillator']",23
135,"['scope', 'scopes', 'oscilloscope', 'tektronix', '205', 'probes', 'mhz', 'ohm', 'price', 'ssdnetworking']",23
136,"['zip', 'winzip', 'pkzip', 'quinzip', 'ftpcicaindianaedu', 'cica', 'dos', 'windows', 'ftp', 'file']",23
137,"['lens', 'camera', 'nikon', 'zoom', 'flash', 'lenses', 'pouch', 'shutter', 'bag', 'slr']",23
138,"['hockey', 'nhl', 'european', 'players', 'canadian', 'teams', 'fans', 'europeans', 'league', 'pro']",23
139,"['truth', 'absolute', 'bible', 'arrogance', 'god', 'absolutes', 'ra', 'belief', 'arrogant', 'jesus']",23
140,"['myers', 'stephanopoulos', 'president', 'ms', 'mr', 'jobs', 'dee', 'he', 'think', 'going']",22
141,"['apple', 'powerpc', 'duo', 'macs', 'dock', 'powerbook', 'nubus', 'cpu', 'init', 'rocketshare']",22
142,"['ulf', 'players', 'player', 'game', 'shot', 'cheap', 'hockey', 'penalty', 'penalties', 'fleury']",22
143,"['stuffit', 'system', 'files', 'disk', 'ftp', 'macintosh', 'software', 'mac', 'binhex', 'file']",22
144,"['him', 'ups', 'truck', 'weick', 'deal', 'check', 'he', 'stock', 'chaparral', 'me']",22
145,"['den', 'sphere', 'radius', 'points', 'plane', 'circle', 'sqrtden', 'p2x', 'p3z', 'abc']",21
146,"['tomb', 'resurrection', 'jesus', 'disciples', 'body', 'evidence', 'he', 'historical', 'empty', 'knew']",21
147,"['nuclear', 'weapons', 'weapon', 'plutonium', 'clancy', 'reactors', 'firepower', 'bomb', 'militia', 'reactor']",21
148,"['pds', 'lc', 'nubus', 'slot', 'lciii', 'card', 'asante', 'socket', 'ethernet', 'fpu']",21
149,"['midi', 'driver', 'sound', 'blaster', 'soundblaster', 'play', 'files', 'wav', 'windows', 'file']",21
150,"['cooling', 'water', 'steam', 'towers', 'plants', 'nuclear', 'fossil', 'temperature', 'plant', 'heat']",21
151,"['shaft', 'wheelie', 'wheelies', 'shaftdrive', 'wheel', 'rear', 'front', 'beguile', 'motorcycle', 'drive']",20
152,"['sarcasm', 'sarcastic', 'arbitron', 'irony', 'retarded', 'fr', 'satura', 'post', 'intensely', 'cycnicism']",20
153,"['pope', 'church', 'schism', 'creed', 'bishop', 'father', 'catholic', 'orthodox', 'archbishop', 'schismatic']",20
154,"['ear', 'wax', 'skin', 'greasy', 'acne', 'syringe', 'hearing', 'widex', 'vaseline', 'aids']",19
155,"['taste', 'sweet', 'sauce', 'chocolate', 'miracle', 'substances', 'recipe', 'gyros', 'hot', 'food']",18
156,"['chemistry', 'paperback', 'book', 'spice', 'guide', 'variational', 'petrucci', 'writing', '02106chopinudeledu', 'kirszner']",18
157,"['dialing', 'tone', 'phone', 'sweden', 'germany', 'wall', 'jacks', 'handle', 'pulse', 'swedish']",18
158,"['blues', 'hawks', 'joseph', 'blackhawks', 'game', 'shanahan', 'goal', 'chicago', 'belfour', 'period']",18
159,"['lock', 'kryptonite', 'locks', 'cable', 'bike', 'abus', '600', 'cobra', 'ulock', 'steel']",18
160,"['blacks', 'african', 'white', 'crimes', 'black', 'culture', 'americans', 'dysfunction', 'whites', 'school']",18
161,"['clinton', 'bush', 'step', 'government', 'slightest', 'administration', 'democrats', 'nsa', 'choosing', 'been']",18
162,"['ms', 'inferior', 'survey', 'microsoft', 'msw31', 'users', 'msdos', 'unix', 'msw', 'product']",18
163,"['sail', 'solar', 'mission', 'pluto', 'probes', 'hga', 'voyagers', 'orbit', 'ship', 'sunlight']",18
164,"['usenet', 'net', 'internet', 'advertising', 'commercial', 'mci', 'white', 'printing', 'constrained', 'improper']",18
165,"['tickets', '105pm', '735pm', 'june', 'ticket', 'toronto', 'game', 'july', 'seats', 'may']",18
166,"['god', 'son', 'father', 'trinity', 'holy', 'jesus', 'spirit', 'godhead', 'cf', 'essence']",17
167,"['law', 'jesus', 'sabbath', 'god', 'heaven', 'paul', 'worship', 'ceremonial', 'sin', 'he']",17
168,"['quoting', 'article', '1993apr150242468076virginiaedu', 'nough', 'ejv2jvirginiaedu', 'ericksonazurenmtedu', 'errolctvtvtekcom', 'jgfootminervacisyaleedu', '1993apr261102505243nmtedu', 'magistic']",17
169,"['revolver', 'kratz', 'gun', 'safety', 'glock', 'trigger', 'semiauto', 'semiautos', 'hammer', 'glocks']",17
170,"['paradox', 'sql', 'engine', 'borland', 'windows', 'wsm', 'odbc', 'database', 'qe', 'pascal']",17
171,"['captain', 'traded', 'captains', 'cyt', 'captaincy', 'trivia', 'buffalo', 'striped', 'oilers', 'was']",17
172,"['list', 'bmw', 'boxer', 'message', 'mta', 'subscribe', 'split', 'riders', 'moa', 'bmws']",16
173,"['tempest', 'monitor', 'equipment', 'emissions', 'crts', 'electromagnetic', 'jiggles', 'laptops', 'emission', 'classified']",16
174,"['space', 'nasa', 'aerospace', 'center', 'publishes', 'spaceship', 'dc', 'research', 'foundation', 'planetary']",16
175,"['christian', 'oo', 'christianity', 'convenient', 'christ', 'christians', 'social', 'bbbbb', 'jesus', 'disown']",16
176,"['easter', 'resurrection', 'pagan', 'goddess', 'celebration', 'passover', 'whore', 'ishtar', 'word', 'feast']",16
177,"['wasps', 'chiggers', 'centipedes', 'millipedes', 'polish', 'sting', 'centipede', 'skin', 'repel', 'painful']",16
178,"['crohns', 'inflammation', 'patients', 'colonics', 'cleansing', 'fatty', 'colon', 'diet', 'epa', 'colonic']",15
179,"['shuttle', 'software', 'process', 'maneuver', 'roll', 'level', 'nasa', 'flight', 'attitude', 'wingert']",15
180,"['sabbath', 'moses', 'tablets', 'commandments', 'ten', 'ex', 'discourses', 'ceremonial', 'worship', '20117']",15
181,"['anonymous', 'privacy', 'internet', 'anonymity', 'encryption', 'information', 'posting', 'electronic', 'security', 'usenet']",15
182,"['gre', 'test', 'explanations', 'economics', 'ets', 'cliffs', 'tests', 'dortmund', 'includes', '231']",15
183,"['sweden', '1530', 'czech', 'usa', 'finland', 'canada', 'switzerland', 'april', 'germany', 'austria']",15
184,"['ticket', 'tickets', 'airlines', 'airline', 'northwest', 'transferable', 'roundtrip', 'hawaii', 'travel', 'trippercbnewskcbattcom']",15
185,"['jacket', 'pants', 'clothing', 'leather', 'womens', 'pockets', 'piece', 'aerostitch', 'pocket', 'fit']",15
186,"['cview', 'temp', 'directory', 'files', 'disk', 'file', 'floppy', 'dir', 'bit', 'root']",15
187,"['file', 'gun', 'firearms', 'bill', 'handgun', 'control', 'by', 'united', '1991', 'amend']",14
188,"['error', 'memory', 'machine', 'parity', 'beeps', 'card', 'simm', 'chimes', 'crashes', 'problem']",14
189,"['ks', 'book', 'assistants', 'author', 'markocsmdocscom', 'books', 'thriller', 'staceys', 'cleanlighted', 'daltons']",14
190,"['japanese', 'courses', 'university', 'pittsburgh', 'intensive', 'language', '412', 'conference', 'japan', 'jstmp']",14
191,"['ground', 'grounding', 'conductor', 'neutral', 'wire', 'connected', 'outlets', 'panel', 'grounded', 'current']",14
192,"['rosicrucian', 'rosicrucians', 'amorc', 'lectorium', 'crucis', 'order', 'rosicrucianum', 'rosae', 'oto', 'ordo']",14
193,"['luminosity', 'hue', 'lx', 'saturation', '48bit', 'green', 'bits', 'blue', 'color', 'float']",14
194,"['agrep', 'pgp', 'nsa', 'code', 'unix', 'program', 'keyrings', 'qimwe7l', 'password', 'errors']",14
195,"['s414', 'bill', 'bills', 'brady', 'senate', 'house', 'ab', 'sb', '1276', 'congress']",14
196,"['malarchuk', 'clint', 'skate', 'he', 'playing', 'krupp', 'neck', 'incident', 'ocd', 'sabre']",14
197,"['ca', 'bbs', '818', '805', '408', 'valley', '310', '619', 'santa', 'macvalley']",13
198,"['weight', 'fat', 'muscle', 'pills', 'eat', 'adiposity', 'diabetes', 'body', 'dieting', 'obesity']",13
199,"['joke', 'humour', 'macaloon', 'smileys', 'sigh', 'yeahive', 'mcelwaineabianetc', 'hahahahahahahahahahaha', 'geddit', 'motheri']",13
200,"['uart', 'modem', 'serial', 'ports', 'devices', 'boards', 'internal', 'modems', 'external', '16550']",13
201,"['8177', 'techniciandr', 'dod', 'student', 'speed', 'indiscretions', 'alcoholic', 'wusses', 'bein', 'riding']",13
202,"['hotel', 'voucher', 'package', 'vacation', 'airfare', 'nights', 'meals', 'accomodation', 'rt', 'offer']",13
203,"['guilt', 'jesus', 'life', 'you', 'do', 'guilty', 'yourself', 'kendigianism', 'your', 'my']",13
204,"['probe', 'mars', 'spacecraft', 'mission', 'april', 'lunar', 'probes', 'surface', 'venus', 'orbit']",13
205,"['alarm', 'sensor', 'alarms', 'viper', 'car', 'shock', 'alpine', 'vecta', 'syclone', 'installed']",13
206,"['tongues', 'language', 'speak', 'tounges', 'church', 'speaking', 'angelic', 'tongue', 'spirit', 'pentecostals']",13
207,"['quid', 'answer', 'enterprises', 'colonies', 'profitable', 'taxpayers', 'british', 'cents', 'trading', 'money']",13
208,"['tulsa', 'tul', 'dallas', 'okc', 'oklahoma', 'team', 'wichita', 'memphis', 'wch', 'city']",13
209,"['42', 'tea', 'question', 'answer', 'universe', '101010', 'alice', 'number', 'fortytwo', 'peter']",12
210,"['roussel', 'disappointment', 'biggest', 'soderstrom', 'hes', 'scoring', 'flyers', 'kings', 'him', 'year']",12
211,"['iivx', '610', 'apple', 'c610', 'centris', 'c650', 'price', 'problems', 'dealer', 'lciii']",12
212,"['rights', 'right', 'foa', 'association', 'equal', 'freedom', 'opportunity', 'sky', 'outweighs', 'landlord']",12
213,"['meat', 'carcinogenic', 'smoke', 'carcinogens', 'charcoal', 'wood', 'barbecuing', 'barbecued', 'toxins', 'tray']",12
214,"['tires', 'tire', 'fluids', 'brake', 'braking', 'abs', 'oil', 'car', 'manufacturers', 'designation']",12
215,"['numlock', 'modifiers', 'modifier', 'date', 'null', 'datefield', 'xmodmap', 'mainwindow', 'mask', 'mod3mask']",12
216,"['needles', 'acupuncture', 'needle', 'syringe', 'hypodermic', 'disposable', 'insertion', 'injected', 'aids', 'skin']",12
217,"['keyboard', 'rsi', 'typing', 'exercises', 'pc', 'wrist', 'your', 'posture', 'tool', 'available']",12
218,"['passenger', 'passengers', 'her', 'ride', 'bike', 'rider', 'riding', 'shoulder', 'pillion', 'helmet']",12
219,"['uninstall', 'windows', 'norton', 'grp', 'group', 'groups', '31', 'program', 'desktop', 'winhelpexe']",12
220,"['jim', 'context', 'articles', 'weiss', 'hypocrite', 'telepathy', 'trm', 'jims', 'uncountably', 'waddles']",11
221,"['xterm', 'xdm', 'xterms', 'hao', 'xopendisplay', 'perl', 'mode', 'xterminals', 'news', 'info']",11
222,"['media', 'nw', 'washington', 'dc', 'street', 'ny', 'york', '20036', 'news', 'cnn']",11
223,"['phone', 'onhook', 'tip', 'ring', 'led', 'lines', 'wires', 'hook', 'volts', 'offhook']",11
224,"['pocklington', 'oilers', 'northlands', 'edmonton', 'oiler', 'deal', 'hamilton', 'team', 'lease', 'provincial']",11
225,"['icon', 'icons', 'click', 'saver', 'manager', 'program', 'browse', 'box', 'change', 'alt']",11
226,"['religion', 'war', 'justifiable', 'yoked', 'wars', 'history', 'crusades', 'servants', 'unbelievers', 'therefore']",11
227,"['amp', 'adcom', 'components', 'amps', 'amplifier', 'hot', 'offshore', 'sound', 'amplifiers', 'heat']",11
228,"['stats', 'statistics', 'league', 'james', 'baseball', 'moneygrubbing', 'bill', 'players', 'howe', 'analyst']",11
229,"['prophecy', 'prophecies', 'lord', 'scripture', 'gods', 'god', 'judgement', 'rev', 'prophet', 'prophesies']",11
230,"['letter', 'letters', 'bettman', 'large', 'congresscritters', 'elected', 'issue', 'mail', 'your', 'stamp']",11
231,"['xxxxx', 'ir', 'detector', 'selspot', 'dancers', 'position', 'light', 'dancer', 'emitting', 'stage']",10
232,"['weiss', 'masons', 'das', 'boobtists', 'outofcontext', 'xtianity', 'fiction', 'hypocritical', 'robert', 'washed']",10
